Date,High,Low,Open,Close,Volume,Adj Close,close,EMA5,EMA10,MACD,MACDsignal,MACDhist,k,d,upperband,middleband,lowerband,predict
2021-04-26,610.0,603.0,605.0,610.0,30887664.0,598.9888916015625,610.0,602.8798795017617,602.9026701840802,-0.10937628513545405,0.035113147155100895,-0.14448943229055494,36.78160919540232,20.098978288633493,613.5760361173342,599.4,585.2239638826658,0
2021-04-27,611.0,605.0,608.0,610.0,26317481.0,598.9888916015625,610.0,605.2532530011745,604.1930937869747,0.857803509654218,0.19965121965492433,0.6581522899992938,59.77011494252876,36.78160919540233,617.5891530826608,601.0,584.4108469173392,0
2021-04-28,608.0,601.0,606.0,602.0,24024054.0,591.1332397460938,602.0,604.1688353341164,603.7943494620703,0.34971202256429024,0.2296633802367975,0.12004864232749274,65.02463054187194,53.85878489326768,616.9713993572567,603.0,589.0286006427433,0
2021-04-29,609.0,600.0,609.0,600.0,31828333.0,589.16943359375,600.0,602.7792235560776,603.1044677416938,-0.2364844596357898,0.13643381226228002,-0.3729182718980698,57.90914066776137,60.90129538405403,613.4162636914282,604.8,596.1837363085717,0
2021-05-03,597.0,588.0,595.0,588.0,41762441.0,577.3860473632812,588.0,597.8528157040517,600.3582008795677,-2.1628016979045697,-0.3234132897710899,-1.8393884081334797,34.92063492063493,52.61813537675609,618.1987653850504,602.0,585.8012346149496,0
2021-05-04,594.0,582.0,588.0,591.0,40273595.0,580.3318481445312,591.0,595.5685438027011,598.6567098105554,-2.8363867672800325,-0.8260079852728786,-2.010378782007154,26.21784345922278,39.682539682539705,614.0189759466206,598.2,582.3810240533795,1
2021-05-05,594.0,585.0,594.0,585.0,29254785.0,574.4401245117188,585.0,592.0456958684674,596.1736716631817,-3.910031072186939,-1.4428126026556907,-2.4672184695312485,13.793103448275874,24.977193942711207,606.5506554146139,593.2,579.8493445853862,1
2021-05-06,590.0,580.0,590.0,587.0,30725590.0,576.404052734375,587.0,590.363797245645,594.505731360785,-4.123331209342268,-1.978916323993006,-2.144414885349262,21.319985168705983,20.443644025401557,600.7375518978464,590.2,579.6624481021537,0
2021-05-07,600.0,589.0,594.0,599.0,28075722.0,588.1874389648438,599.0,593.2425314970966,595.3228711133696,-2.4885859643551385,-2.0808502520654324,-0.40773571228970606,31.405265109380807,22.17278457545423,599.7979589711327,590.0,580.2020410288673,0
2021-05-10,597.0,588.0,596.0,589.0,20434079.0,578.367919921875,589.0,591.8283543313977,594.173258183666,-2.709846048622012,-2.2066494113767483,-0.5031966372452636,37.63440860215055,30.119886293412453,599.8664367788729,590.2,580.5335632211272,0
2021-05-11,580.0,570.0,579.0,571.0,59349193.0,560.69287109375,571.0,584.8855695542651,589.9599385139086,-5.098086932580145,-2.7849369156174277,-2.3131500169627173,30.962227736421298,33.33396714931756,604.1955550067191,586.2,568.204444993281,0
2021-05-12,571.0,518.0,567.0,560.0,131741482.0,549.8914184570312,560.0,576.5903797028434,584.5126769659252,-7.767986942331504,-3.7815469209602433,-3.9864400213712607,25.91673559415496,31.504457310908943,608.9820085666939,581.2,553.4179914333062,0
2021-05-13,563.0,541.0,547.0,547.0,66765627.0,537.1260986328125,547.0,566.7269198018956,577.6921902448479,-10.754498511199586,-5.176137239008112,-5.578361272191474,28.02793412549512,28.302299152023796,610.9444035586721,573.2,535.455596441328,1
2021-05-14,562.0,552.0,556.0,557.0,37533726.0,546.945556640625,557.0,563.4846132012638,573.9299738366938,-10.768126447935288,-6.294535080793547,-4.473591367141741,43.02689180737963,32.32385384234324,593.4328482690827,564.8,536.1671517309172,1
2021-05-17,558.0,541.0,544.0,549.0,56270958.0,539.0900268554688,549.0,558.6564088008425,569.3972513209312,-11.35798392847073,-7.307224850328984,-4.050759078141747,40.2439024390244,37.099576123966386,573.9767284428749,556.8,539.623271557125,1
2021-05-18,573.0,555.0,563.0,572.0,43689316.0,561.6748046875,572.0,563.104272533895,569.8704783534891,-8.182272123147186,-7.482234304892624,-0.7000378182545619,50.40650406504066,44.559099437148234,574.8437664185537,557.0,539.1562335814463,1
2021-05-19,572.0,565.0,571.0,567.0,28908777.0,556.7650756835938,567.0,564.40284835593,569.3485731983093,-6.562566213417767,-7.298300686597653,0.7357344731798854,54.47154471544716,48.373983739837406,577.9795812008352,558.4,538.8204187991647,1
2021-05-20,571.0,560.0,567.0,567.0,29709287.0,556.7650756835938,567.0,565.26856557062,568.9215598895257,-5.2951586322222965,-6.897672275722582,1.6025136435002851,62.54502418441907,55.807690988302305,578.969852141775,562.4,545.8301478582249,1
2021-05-21,577.0,568.0,572.0,573.0,27376731.0,562.65673828125,573.0,567.8457103804134,569.6630944550665,-3.5051800443691263,-6.219173829451891,2.7139937850827645,70.16369714534223,62.3934220150695,582.9251262621638,565.6,548.2748737378363,1
2021-05-24,572.0,566.0,570.0,568.0,15629736.0,557.7470092773438,568.0,567.8971402536089,569.3607136450544,-2.9285916651449497,-5.561057396590503,2.632465731445553,78.49358552897182,70.40076895291105,574.5536394906954,569.4,564.2463605093045,1
2021-05-25,584.0,573.0,576.0,583.0,33039911.0,572.4762573242188,583.0,572.9314268357392,571.8405838914081,-0.47335290121191065,-4.543516497514784,4.070163596302874,90.37661957862349,79.67796741764586,583.8376468326231,571.6,559.3623531673769,1
2021-05-26,588.0,581.0,587.0,585.0,18703987.0,574.4401245117188,585.0,576.9542845571594,574.2332050020611,1.2951256001196043,-3.375788077987907,4.670913678107511,92.01240086437046,86.96086865732194,590.1879951961528,575.2,560.2120048038473,1
2021-05-27,582.0,573.0,580.0,582.0,62169719.0,571.4942626953125,582.0,578.636189704773,575.6453495471409,1.9114532393806485,-2.3183398145141956,4.229793053894844,92.84182747814616,91.74361597371337,591.3087756865335,578.2,565.0912243134666,1
2021-05-28,592.0,582.0,587.0,590.0,29086873.0,579.3499755859375,590.0,582.4241264698486,578.2552859931153,3.2548840877525436,-1.2036950340608477,4.458579121813392,91.81521947479395,92.22314927243686,596.2751490622788,581.6,566.9248509377212,1
2021-05-31,597.0,590.0,595.0,597.0,30657474.0,586.2235717773438,597.0,587.2827509798991,581.6634158125489,4.846852882361759,0.006414549223673793,4.840438333138085,93.94287904926205,92.86664200073405,598.4706820024915,587.4,576.3293179975085,0
2021-06-01,599.0,595.0,598.0,598.0,17818326.0,587.2054443359375,598.0,590.8551673199328,584.633703846631,5.727851477681156,1.1507019349151704,4.577149542765985,97.34349734349735,94.36719862251778,603.0870012217307,590.4,577.7129987782693,0
2021-06-02,600.0,593.0,600.0,595.0,21872755.0,584.2595825195312,595.0,592.2367782132885,586.5184849654254,5.6129450692397995,2.043150561780096,3.5697945074597035,94.24333836098542,95.17657158458161,604.171151175662,592.4,580.628848824338,0
2021-06-03,600.0,596.0,600.0,596.0,21077164.0,585.2416381835938,596.0,593.4911854755256,588.2423967898935,5.428641412742763,2.7202487319726294,2.708392680770134,90.32176973353444,93.96953514600574,600.7713553108562,595.2,589.6286446891439,0
2021-06-04,595.0,590.0,591.0,595.0,15756180.0,584.2595825195312,595.0,593.9941236503504,589.4710519190038,4.9467593604537115,3.165550857668846,1.7812085027848656,85.00363108206245,89.85624639219411,598.5323807578762,596.2,593.8676192421239,0
2021-06-07,595.0,583.0,594.0,592.0,17077625.0,581.3137817382812,592.0,593.3294157669003,589.9308606610031,4.042467598720577,3.340934205879192,0.7015333928413852,80.02904865649964,85.11814982403217,599.0781438859079,595.2,591.3218561140922,1
2021-06-08,595.0,588.0,590.0,589.0,13396324.0,578.367919921875,589.0,591.8862771779335,589.7616132680935,2.922622353773363,3.2572718354580266,-0.33464948168466346,70.37037037037037,78.46768336964415,598.5536394906954,593.4,588.2463605093045,1
2021-06-09,588.0,583.0,586.0,586.0,20023490.0,575.4220581054688,586.0,589.924184785289,589.0776835829855,1.721721497870135,2.950161767940448,-1.2284402700703132,50.617283950617285,67.00556765916244,599.0404300950865,591.6,584.1595699049135,1
2021-06-10,599.0,587.0,591.0,599.0,28527745.0,588.1874389648438,599.0,592.949456523526,590.8817411133518,2.634507947692555,2.8870310038908693,-0.2525230561983145,58.53304284676833,59.840232389252,601.2686272390032,592.2,583.1313727609969,1
2021-06-11,603.0,600.0,602.0,602.0,24227710.0,591.1332397460938,602.0,595.9663043490174,592.9032427291061,3.4659939141702125,3.002823585946738,0.4631703282234745,70.44662309368192,59.86564996368918,605.6399335546324,593.6,581.5600664453676,1
2021-06-15,609.0,606.0,607.0,609.0,26012250.0,598.0068969726562,609.0,600.3108695660115,595.8299258692685,4.73926591966017,3.3501120526894246,1.3891538669707453,96.37254901960785,75.11740498668603,613.9233566410422,597.0,580.0766433589578,0
2021-06-16,608.0,605.0,608.0,605.0,25856919.0,594.0791015625,605.0,601.8739130440077,597.4972120748561,4.773034014421796,3.6346964450358987,1.1383375693858975,93.20512820512822,86.674766772806,615.8665248220511,600.2,584.533475177949,0
2021-06-17,606.0,598.0,601.0,606.0,22872361.0,597.5301513671875,606.0,603.2492753626718,599.0431735157913,4.715507741390979,3.8508587043069147,0.8646490370840647,91.02564102564104,93.53443941679238,611.0585712797787,604.2,597.3414287202214,0
2021-06-18,608.0,601.0,608.0,603.0,32652017.0,594.5721435546875,603.0,603.1661835751146,599.7625965129201,4.077859653673954,3.8962588941803227,0.18160075949363153,83.33333333333333,89.1880341880342,609.8989794855663,605.0,600.1010205144337,0
2021-06-21,594.0,583.0,590.0,583.0,44279632.0,574.8516845703125,583.0,596.4441223834098,596.7148516923892,0.8758587367603923,3.2921788626963364,-2.416320125935944,55.12820512820513,76.4957264957265,619.8075253593744,601.2,582.5924746406257,1
2021-06-22,588.0,578.0,585.0,578.0,27823974.0,569.9215087890625,578.0,590.2960815889398,593.312151384682,-1.7572564871659324,2.282291792723883,-4.039548279889815,25.641025641025646,54.7008547008547,618.9666434863104,595.0,571.0333565136896,1
2021-06-23,598.0,581.0,583.0,595.0,34392376.0,586.6840209960938,595.0,591.8640543926266,593.6190329511035,-1.0296994692239423,1.6198935403343178,-2.6495930095582603,18.279569892473123,33.01626688723463,614.8723569831856,593.0,571.1276430168144,0
2021-06-24,598.0,588.0,598.0,590.0,16524230.0,581.7538452148438,590.0,591.2427029284178,592.9610269599938,-1.2040463498425424,1.0551055622989458,-2.2591519121414882,31.182795698924735,25.034463744141163,607.3909067418484,589.8,572.2090932581515,1
2021-06-25,598.0,589.0,598.0,591.0,18841696.0,582.7399291992188,591.0,591.1618019522786,592.6044766036313,-1.124627591981607,0.6191589314428352,-1.7437865234244423,45.16129032258065,31.54121863799283,599.5720992437684,587.4,575.2279007562315,1
2021-06-28,590.0,586.0,590.0,590.0,15028407.0,581.7538452148438,590.0,590.7745346348523,592.1309354029711,-1.1590611958247337,0.26351490598932137,-1.422576101814055,40.215053763440864,38.85304659498208,600.2122740941594,588.8,577.3877259058405,1
2021-06-29,598.0,591.0,598.0,595.0,28659610.0,586.6840209960938,595.0,592.1830230899016,592.6525835115218,-0.46958431041889526,0.11689506270767805,-0.5864793731265733,46.20071684587814,43.85902031063321,596.8303347611101,592.2,587.56966523889,0
2021-06-30,599.0,595.0,599.0,595.0,24883853.0,586.6840209960938,595.0,593.1220153932677,593.079386509427,-0.03222644295738064,0.08707076157466631,-0.11929720453204695,51.11111111111112,45.842293906810035,596.8303347611101,592.2,587.56966523889,0
2021-07-01,597.0,591.0,596.0,593.0,18250994.0,584.7119140625,593.0,593.0813435955118,593.0649525986221,-0.03020898710894926,0.0636148118379432,-0.09382379894689245,61.5873015873016,52.96637651476362,596.8792156108901,592.8,588.7207843891098,0
2021-07-02,593.0,587.0,590.0,588.0,18322419.0,579.7817993164062,588.0,591.3875623970079,592.1440521261453,-0.6870024374375134,-0.08650863801714813,-0.6004937994203653,58.571428571428584,57.089947089947096,597.7713553108562,592.2,586.6286446891439,1
2021-07-05,597.0,588.0,588.0,591.0,28836816.0,582.7399291992188,591.0,591.2583749313386,591.9360426486644,-0.6581632068696308,-0.20083955178764468,-0.45732365508198614,58.20105820105821,59.45326278659613,597.7065996645827,592.4,587.0934003354173,0
2021-07-06,596.0,589.0,595.0,592.0,12997112.0,583.7258911132812,592.0,591.505583287559,591.9476712579982,-0.47993451996069325,-0.2566585454222544,-0.22327597453843884,49.776149776149786,55.51621218287886,596.4303347611351,591.8,587.1696652388648,0
2021-07-07,594.0,588.0,590.0,594.0,16966158.0,585.6979370117188,594.0,592.3370555250393,592.3208219383622,-0.08738159842403093,-0.22280315602260972,0.1354215575985788,54.415954415954424,54.131054131054135,595.7182520563621,591.6,587.481747943638,0
2021-07-08,595.0,588.0,595.0,588.0,21140426.0,579.7817993164062,588.0,590.8913703500262,591.5352179495691,-0.6374921799821323,-0.30574096081451424,-0.331751219167618,41.025641025641036,48.40591507258174,595.2647615158523,590.6,585.9352384841477,1
2021-07-09,585.0,580.0,582.0,584.0,29029415.0,575.8377075195312,584.0,588.5942469000175,590.1651783223747,-1.469427490594967,-0.5384782667706047,-0.9309492238243622,32.65856950067478,42.70005498075674,596.7742383096911,589.8,582.8257616903088,1
2021-07-12,597.0,590.0,595.0,593.0,31304547.0,584.7119140625,593.0,590.0628312666784,590.6806004455793,-0.7208421292908724,-0.5749510392746583,-0.14589109001621414,34.95276653171391,36.212325686009905,597.6188947963834,590.2,582.7811052036167,1
2021-07-13,608.0,599.0,600.0,607.0,52540315.0,598.5162353515625,607.0,595.7085541777856,593.6477640009285,1.6094387870706441,-0.13807307400559782,1.747511861076242,61.96741854636593,43.1929181929182,608.7640611666673,593.2,577.6359388333328,0
2021-07-14,615.0,608.0,613.0,613.0,38418875.0,604.432373046875,613.0,601.472369451857,597.1663523643961,3.7383145590662252,0.6372044526087668,3.101110106457458,86.37844611528823,61.09954373112268,619.3069495897599,597.0,574.6930504102401,0
2021-07-15,614.0,608.0,613.0,614.0,22012834.0,605.4183349609375,614.0,605.648246301238,600.2270155708695,4.992544330752935,1.5082724282376003,3.4842719025153346,95.95238095238096,81.4327485380117,625.7762592452582,602.2,578.6237407547419,0
2021-07-16,595.0,588.0,591.0,589.0,57970545.0,580.767822265625,589.0,600.098830867492,598.1857400125297,2.2344394969040877,1.653505841970898,0.5809336549331898,72.3809523809524,84.90392648287384,623.8455806408965,603.2,582.5544193591036,0
2021-07-19,584.0,578.0,583.0,582.0,40644341.0,573.8656616210938,582.0,594.0658872449947,595.2428781920697,-0.45384098495640046,1.2320364765854381,-1.6858774615418386,44.55598455598457,70.96310596310596,627.1380948043263,601.0,574.8619051956737,1
2021-07-20,584.0,579.0,579.0,581.0,15354333.0,572.879638671875,581.0,589.7105914966631,592.6532639753298,-2.190544969159646,0.5475201874364213,-2.7380651565960674,14.877734877734895,43.938223938223935,625.2319554226392,595.8,566.3680445773607,1
2021-07-21,586.0,580.0,586.0,585.0,25828732.0,576.82373046875,585.0,588.1403943311087,591.2617614343607,-2.616441004923786,-0.08527205103562019,-2.531168953888166,12.61261261261263,24.015444015444018,614.6425857879224,590.2,565.7574142120777,0
2021-07-22,594.0,587.0,589.0,591.0,26058172.0,582.7399291992188,591.0,589.0935962207392,591.214168446295,-1.9676335098395157,-0.4617443427963993,-1.5058891670431165,20.72072072072074,16.070356070356073,593.3562877718607,585.6,577.8437122281393,0
2021-07-23,592.0,583.0,592.0,585.0,15271451.0,576.82373046875,585.0,587.7290641471594,590.0843196378778,-2.2802165178725318,-0.8254387778116259,-1.4547777400609059,24.32432432432434,19.219219219219223,591.7742383096911,584.8,577.8257616903088,0
2021-07-26,591.0,580.0,591.0,580.0,21619179.0,571.8936157226562,580.0,585.1527094314396,588.2508069764455,-3.028251675788283,-1.2660013574069573,-1.7622503183813258,19.819819819819838,21.621621621621625,592.1562877718757,584.4,576.6437122281243,1
2021-07-27,584.0,580.0,581.0,580.0,17785992.0,571.8936157226562,580.0,583.4351396209597,586.7506602534554,-3.347250873395069,-1.6822512606045796,-1.6649996127904894,9.959959959959976,18.034701368034703,592.3387959797354,584.2,576.0612040202647,0
2021-07-28,579.0,573.0,576.0,579.0,36158305.0,570.9075927734375,579.0,581.9567597473065,585.3414492982816,-3.524788811579583,-2.0507587707995802,-1.4740300407800029,12.744562744562762,14.17478084144751,592.0332718325142,583.0,573.9667281674858,1
2021-07-29,585.0,577.0,585.0,583.0,23224896.0,574.8516845703125,583.0,582.3045064982043,584.9157312440486,-2.949683661621634,-2.230543748963991,-0.719139912657643,26.815776815776832,16.506766506766507,585.8899888641453,581.4,576.9100111358547,1
2021-07-30,582.0,578.0,581.0,580.0,18999281.0,571.8936157226562,580.0,581.5363376654695,584.0219619269488,-2.8680406078394753,-2.358043120739088,-0.5099974871003874,36.07503607503609,25.211791878458545,583.112931993269,580.4,577.687068006731,1
2021-08-02,590.0,580.0,583.0,590.0,23482491.0,581.7538452148438,590.0,584.3575584436463,585.1088779402309,-1.3739468672969224,-2.1612238700506547,0.7872770027537324,53.968253968253975,38.95302228635561,590.459776671856,582.4,574.3402233281439,1
2021-08-03,594.0,590.0,594.0,594.0,22747702.0,585.6979370117188,594.0,587.5717056290976,586.7254455874616,0.11694261840671061,-1.7055905723591818,1.8225331907658924,71.42857142857143,53.823953823953815,596.8893113569576,585.2,573.5106886430425,0
2021-08-04,598.0,594.0,598.0,596.0,20313271.0,587.6699829101562,596.0,590.381137086065,588.4117282079231,1.276625599066847,-1.109147338073976,2.385772937140823,90.98412698412699,72.12698412698411,600.9676998669908,588.6,576.2323001330093,0
2021-08-05,598.0,593.0,598.0,596.0,15116242.0,587.6699829101562,596.0,592.25409139071,589.7914139883007,1.9214174841222302,-0.5030343736347347,2.424451857756965,94.66666666666667,85.69312169312168,603.2266371026844,591.2,579.1733628973157,0
2021-08-06,596.0,588.0,596.0,591.0,13687213.0,582.7399291992188,591.0,591.83606092714,590.0111568995188,1.5673282944690072,-0.08896184001398627,1.6562901344829934,85.33333333333333,90.32804232804232,598.3959983987149,593.4,588.404001601285,0
2021-08-09,595.0,583.0,590.0,595.0,17390951.0,586.6840209960938,595.0,592.89070728476,590.9182192814245,1.8118973207459703,0.2912099921380051,1.5206873286079652,84.0,87.99999999999999,598.1094473981996,594.4,590.6905526018004,0
2021-08-10,596.0,589.0,596.0,591.0,17190865.0,582.7399291992188,591.0,592.2604715231734,590.9330885029837,1.3525973994519518,0.5034874736007944,0.8491099258511574,75.55555555555556,81.6296296296296,598.4303347611351,593.8,589.1696652388648,0
2021-08-11,590.0,585.0,590.0,590.0,19969687.0,581.7538452148438,590.0,591.5069810154489,590.7634360478958,0.8836755833093548,0.5795250955425064,0.3041504877668484,71.55555555555556,77.03703703703701,597.4332183894244,592.6,587.7667816105757,0
2021-08-12,588.0,584.0,586.0,586.0,15444622.0,577.8097534179688,586.0,589.6713206769659,589.8973567664601,0.033945888572247895,0.4704092541484547,-0.4364633655762068,53.33333333333334,66.8148148148148,596.3410800377394,590.6,584.8589199622606,0
2021-08-13,585.0,579.0,585.0,581.0,22524428.0,572.879638671875,581.0,586.7808804513106,588.2796555361947,-1.1404597901622537,0.14823544528631294,-1.2886952354485666,34.61988304093568,53.16959064327483,598.116301802687,588.6,579.0836981973131,0
2021-08-16,586.0,578.0,582.0,584.0,19315705.0,575.8377075195312,584.0,585.8539203008737,587.5015363477956,-1.404530923895777,-0.16231782855010507,-1.242213095345672,24.61988304093568,37.52436647173487,593.8404300951022,586.4,578.9595699048978,0
2021-08-17,584.0,584.0,584.0,584.0,0.0,575.8377075195312,584.0,585.2359468672491,586.8648933754691,-1.5023967333436303,-0.43033360950881017,-1.0720631238348202,23.508771929824565,27.58284600389861,590.9329587896726,585.0,579.0670412103274,0
2021-08-18,575.0,566.0,568.0,574.0,43716164.0,565.9774169921875,574.0,581.4906312448328,584.5258218526566,-2.8141883002256236,-0.9071045476521729,-1.9070837525734508,28.888888888888896,25.672514619883014,590.2285230022982,581.8,573.3714769977017,0
